code14,name14,prov14,name_carto,code24,name24,label04,idh04,src04,taux_pauvrete04,vulnerabilite04,severite04,inegalite04,ids04,mpi_rate04c,mpi_idx04c,mpi_int04c,mpi_rate14c,mpi_idx14c,mpi_int14c,pov_glob14c,mpi2014,mpi2024,mpi_intensity2014,mpi_intensity2024,mpi_rate2014,mpi_rate2024,vulnerability2014,vulnerability2024,menages14,population14,level,cercle,src14,src24
09.541.03.03.,Ait Abdallah,Taroudannt,Ait Abdallah,95410303.0,Commune d'Ait Abdallah,Taroudannt Ait Abdallah,0.445,direct,18.81,20.67,2.26,46.79,0.603,33.944332122802734,14.152900695800781,41.69444274902344,13.958126068115234,5.430929660797119,38.90873336791992,19.85041,0.10366123914718628,0.04795762151479721,39.83610153198242,39.814815521240234,26.021934509277344,12.045169830322266,19.890329360961914,22.647428512573242,643.0,2086.0,commune,09.541.03.,,
09.541.03.05.,Amalou,Taroudannt,Amalou,95410305.0,Commune d'Amalou,Taroudannt Amalou,0.482,direct,31.28,26.02,4.09,38.59,0.133,67.2605209350586,30.341110229492188,45.109832763671875,33.169532775878906,13.875238418579102,41.831275939941406,37.745689999999996,0.1779620498418808,0.14384014904499054,43.40407943725586,40.245811462402344,41.00122833251953,35.74040222167969,33.20024490356445,22.89762306213379,803.0,3256.0,commune,09.541.03.,,
09.541.03.07.,Azaghar N'Irs,Taroudannt,Azaghar N'Irs,95410307.0,Commune d'Azaghar N'irs,Taroudannt Azaghar N'Irs,0.521,direct,28.15,24.52,3.71,39.87,0.309,56.8956298828125,24.853801727294922,43.68314743041992,26.082250595092773,10.915103912353516,41.848777770996094,34.675290000000004,0.15117844939231873,0.07348759472370148,42.71831512451172,40.45405197143555,35.389610290527344,18.165695190429688,27.662338256835938,24.347606658935547,1086.0,4748.0,commune,09.541.03.,,
09.541.03.09.,Imaouen,Taroudannt,Imaouen,95410309.0,Commune d'Imaouen,Taroudannt Imaouen,0.474,direct,30.38,25.71,4.05,39.34,0.232,73.00613403320312,33.58447265625,46.002262115478516,24.574209213256836,9.516085624694824,38.723873138427734,36.90196,0.15164010226726532,0.08711608499288559,41.22871780395508,39.87080383300781,36.78021240234375,21.849594116210938,26.196269989013672,22.713415145874023,622.0,2466.0,commune,09.541.03.,,
09.541.03.11.,Imi N'Tayart,Taroudannt,Imi N'Tayart,95410311.0,Commune d'Imi N'tayart,Taroudannt Imi N'Tayart,0.542,direct,18.64,21.33,2.13,44.11,0.253,54.73373031616211,23.457313537597656,42.85714340209961,25.0,10.185185432434082,40.74074172973633,27.061819999999997,0.1910557597875595,0.16695214807987213,43.950374603271484,42.30324172973633,43.47079086303711,39.46556854248047,28.95189094543457,24.15210723876953,388.0,1164.0,commune,09.541.03.,,
09.541.03.13.,Nihit,Taroudannt,Nihit,95410313.0,Commune de Nihit,Taroudannt Nihit,0.545,direct,47.18,23.25,7.84,40.65,0.445,48.133846282958984,20.811288833618164,43.23628616333008,17.135135650634766,6.5795793533325195,38.39817810058594,22.4324,0.1087988018989563,0.052165206521749496,40.4172248840332,39.383365631103516,26.91891860961914,13.245491981506348,31.08108139038086,24.3411922454834,514.0,1883.0,commune,09.541.03.,,
09.541.03.15.,Oualqadi,Taroudannt,Oualqadi,95410315.0,Commune d'Oualqadi,Taroudannt Oualqadi,0.435,direct,38.94,25.78,5.68,40.76,0.317,53.48529815673828,23.38766098022461,43.72726821899414,12.921890258789062,5.089467525482178,39.38640213012695,20.16399,0.11496839672327042,0.04245173931121826,40.20985794067383,36.868690490722656,28.592092514038086,11.51430606842041,22.42044448852539,17.0272159576416,601.0,2146.0,commune,09.541.03.,,
09.541.03.17.,Sidi Boaal,Taroudannt,Sidi Boaal,95410317.0,Commune de Sidi Boaal,Taroudannt Sidi Boaal,0.474,direct,34.73,25.97,4.93,38.01,0.413,38.39683151245117,16.199352264404297,42.189292907714844,15.965551376342773,6.587906360626221,41.26325607299805,23.790550000000003,0.11558280140161514,0.07230635732412338,41.68989944458008,38.05690002441406,27.72441291809082,18.999540328979492,26.13448143005371,18.2652587890625,774.0,3019.0,commune,09.541.03.,,
09.541.03.19.,Sidi Mzal,Taroudannt,Sidi Mzal,95410319.0,Commune de Sidi Mzal,Taroudannt Sidi Mzal,0.503,direct,30.26,25.97,4.09,40.18,0.444,40.425533294677734,17.201927185058594,42.55213928222656,18.33333396911621,7.0436506271362305,38.41991424560547,23.630920000000003,0.10916006565093994,0.045720554888248444,39.86715316772461,37.2023811340332,27.380952835083008,12.289685249328613,25.654762268066406,12.728602409362793,517.0,1701.0,commune,09.541.03.,,
09.541.03.21.,Tabia,Taroudannt,Tabia,95410321.0,Commune de Tabia,Taroudannt Tabia,0.556,direct,29.72,25.52,3.95,39.28,0.141,62.41965866088867,27.644752502441406,44.288536071777344,27.621353149414062,11.020512580871582,39.89852523803711,32.50097,0.20929084718227386,0.2626262903213501,43.97715759277344,43.89687728881836,47.5908088684082,59.82801055908203,29.355077743530273,17.567567825317383,388.0,1460.0,commune,09.541.03.,,
09.541.03.23.,Tataoute,Taroudannt,Tataoute,95410323.0,Commune de Tataoute,Taroudannt Tataoute,0.522,direct,22.14,24.75,2.65,37.33,0.169,68.23843383789062,31.24159812927246,45.782997131347656,20.636268615722656,8.074702262878418,39.12869644165039,28.871470000000002,0.13560740649700165,0.07539788633584976,42.42792892456055,39.13410186767578,31.961824417114258,19.266542434692383,35.970306396484375,22.269466400146484,1140.0,4743.0,commune,09.541.03.,,
09.541.03.25.,Tindine,Taroudannt,Tindine,95410325.0,Commune de Tindine,Taroudannt Tindine,0.434,direct,22.18,25.59,2.62,37.08,0.097,83.83167266845703,38.910423278808594,46.41494369506836,51.26193618774414,21.38850975036621,41.723960876464844,59.41333,0.28122633695602417,0.19454938173294067,47.25246810913086,42.91666793823242,59.515689849853516,45.33189392089844,24.28376579284668,22.935779571533203,739.0,2932.0,commune,09.541.03.,,
09.541.03.27.,Tisfane,Taroudannt,Tisfane,95410327.0,Commune de Tisfane,Taroudannt Tisfane,0.47,direct,32.89,25.64,4.42,40.53,0.263,63.88591384887695,28.213510513305664,44.16232681274414,33.433475494384766,14.12971019744873,42.26216125488281,41.77753,0.1914401650428772,0.12038347125053406,43.94636154174805,43.75892639160156,43.562232971191406,27.510608673095703,28.927038192749023,25.884016036987305,532.0,2338.0,commune,09.541.03.,,
09.541.03.29.,Toufelaazt,Taroudannt,Toufelaazt,95410329.0,Commune de Toufelaazt,Taroudannt Toufelaazt,0.545,direct,35.68,26.94,4.99,37.95,0.154,67.86372375488281,30.719257354736328,45.26609420776367,35.997520446777344,14.088530540466309,39.13750457763672,52.5404,0.1852884590625763,0.18488848209381104,41.709285736083984,41.82658386230469,44.423789978027344,44.203582763671875,27.013629913330078,18.4731388092041,402.0,1614.0,commune,09.541.03.,,
09.541.03.31.,Toumliline,Taroudannt,Toumliline,95410331.0,Commune de Toumliline,Taroudannt Toumliline,0.449,direct,39.53,24.75,5.66,43.2,0.095,74.11013793945312,32.9266471862793,44.429344177246094,34.1209831237793,13.387419700622559,39.23514938354492,42.34401,0.2106962949037552,0.08998328447341919,43.411231994628906,40.98303985595703,48.53497314453125,21.95622444152832,26.6068058013916,16.415868759155273,605.0,2131.0,commune,09.541.03.,,
09.541.04.09.,Arazane,Taroudannt,Arazane,95410409.0,Commune d'Arazane,Taroudannt Arazane,0.509,direct,33.02,26.69,4.55,36.48,0.628,39.114898681640625,17.285139083862305,44.190677642822266,18.658966064453125,7.836654186248779,41.9994010925293,30.29885,0.10262151807546616,0.08103064447641373,42.6331672668457,40.66595458984375,24.070817947387695,19.92591667175293,20.027624130249023,14.599565505981445,1422.0,7999.0,commune,09.541.04.,,
09.541.04.13.,El Faid,Taroudannt,El Faid,95410413.0,Commune d'El Faid,Taroudannt El Faid,0.484,direct,40.81,26.57,5.77,35.68,0.252,58.014427185058594,26.36536407470703,45.44621658325195,17.42790412902832,7.055805683135986,40.485679626464844,30.533939999999998,0.105022132396698,0.04249412938952446,41.326847076416016,38.39665222167969,25.412569046020508,11.067144393920898,26.762794494628906,20.278654098510742,2177.0,12011.0,commune,09.541.04.,,
09.541.04.17.,Ida Ou Gailal,Taroudannt,Ida Ou Gailal,95410417.0,Commune d'Ida Ou Gailal,Taroudannt Ida Ou Gailal,0.49,direct,40.53,27.07,5.65,35.66,0.133,58.7437629699707,26.620948791503906,45.31706237792969,27.48601722717285,11.494372367858887,41.8189811706543,39.96553,0.1465282291173935,0.08268412947654724,42.788368225097656,42.024715423583984,34.244873046875,19.675119400024414,23.943443298339844,25.542848587036133,1145.0,6436.0,commune,09.541.04.,,
09.541.04.21.,Ida Ougoummad,Taroudannt,Ida-Ougoummad,95410421.0,Commune d'Ida-Ougoummad,Taroudannt Ida Ougoummad,0.596,direct,31.06,26.2,4.16,37.68,0.496,31.42594337463379,13.129572868347168,41.77940368652344,9.690119743347168,3.829763412475586,39.52235412597656,21.95831,0.07107075303792953,0.04988361895084381,41.299713134765625,40.410552978515625,17.208534240722656,12.344205856323242,24.091947555541992,19.21240997314453,1546.0,7880.0,commune,09.541.04.,,
09.541.04.23.,Igli,Taroudannt,Igli,95410423.0,Commune d'Igli,Taroudannt Igli,0.602,direct,17.75,22.25,2.08,37.07,0.673,23.750123977661133,9.756178855895996,41.078433990478516,5.481044292449951,2.166785955429077,39.53235626220703,9.987449999999999,0.04284394904971123,0.021740688011050224,39.147605895996094,38.097770690917976,10.944206237792969,5.7065510749816895,16.925966262817383,10.094141006469727,2076.0,11197.0,commune,09.541.04.,,
09.541.04.25.,Igoudar Mnabha,Taroudannt,Igoudar Mnabha,95410425.0,Commune d'Igoudar Mnabha,Taroudannt Igoudar Mnabha,0.591,direct,23.13,25.84,2.83,36.54,0.55,25.778209686279297,10.581496238708496,41.048221588134766,9.197247505187988,3.5244648456573486,38.320865631103516,12.70788,0.04495412856340408,0.027449851855635643,38.582679748535156,36.64815139770508,11.651375770568848,7.490105628967285,15.080275535583496,11.819352149963379,1793.0,8767.0,commune,09.541.04.,,
09.541.04.29.,Lamhara,Taroudannt,Lamhara,95410429.0,Commune de Lamhara,Taroudannt Lamhara,0.582,direct,25.64,26.09,3.22,35.96,0.586,33.085994720458984,13.96076488494873,42.19538879394531,8.384655952453613,3.2646100521087646,38.93552780151367,13.258850999999998,0.054211392998695374,0.04660198092460632,39.072078704833984,39.73616027832031,13.874713897705078,11.727851867675781,17.11244010925293,17.547809600830078,2073.0,11374.0,commune,09.541.04.,,
09.541.04.33.,Oulad Aissa,Taroudannt,Oulad Aissa,95410433.0,Commune d'Oulad Aissa,Taroudannt Oulad Aissa,0.612,direct,18.69,22.84,2.2,37.73,0.723,77.11450958251953,36.17979049682617,46.916969299316406,29.991445541381836,12.438932418823242,41.47493362426758,38.306200000000004,0.025994258001446724,0.01530629862099886,38.1662712097168,35.46897888183594,6.810793399810791,4.315404415130615,8.07054615020752,6.451491355895995,2364.0,12331.0,commune,09.541.04.,,
09.541.04.35.,Ouneine,Taroudannt,Ouneine,95410435.0,Commune d'Ouneine,Taroudannt Ouneine,0.501,direct,35.88,27.65,4.94,36.11,0.321,51.514793395996094,21.8565616607666,42.427738189697266,25.91082763671875,10.658882141113281,41.13678741455078,34.16562,0.1281033158302307,0.08981823921203613,42.64678192138672,40.806453704833984,30.03821563720703,22.010791778564453,25.681528091430664,26.824766159057617,1486.0,7866.0,commune,09.541.04.,,
09.541.04.39.,Sidi Abdellah Ou Said,Taroudannt,Sidi Abdellah Ou Said,95410439.0,Commune de Sidi Abdellah Ou Said,Taroudannt Sidi Abdellah Ou Said,0.424,direct,36.03,27.96,4.95,34.66,0.15,63.77677917480469,27.520347595214844,43.15104293823242,55.44325637817383,24.408830642700195,44.02488327026367,58.995090000000005,0.2889755368232727,0.19075369834899902,46.37267303466797,42.151092529296875,62.31591033935547,45.25474548339844,21.542015075683594,29.20412826538086,662.0,3463.0,commune,09.541.04.,,
09.541.04.47.,Sidi Ouaaziz,Taroudannt,Sidi Ouaaziz,95410447.0,Commune de Sidi Ouaaziz,Taroudannt Sidi Ouaaziz,0.527,direct,37.83,27.64,5.22,35.48,0.421,48.93193435668945,21.49175262451172,43.921730041503906,16.143444061279297,6.414177894592285,39.73240280151367,25.11466,0.08632510155439377,0.05261601135134697,40.73757553100586,38.4556999206543,21.190534591674805,13.682239532470703,23.89519500732422,15.736212730407715,1595.0,8320.0,commune,09.541.04.,,
09.541.04.49.,Tafingoult,Taroudannt,Tafingoult,95410449.0,Commune de Tafingoult,Taroudannt Tafingoult,0.528,direct,17.55,22.09,1.99,37.48,0.303,36.79547882080078,15.947084426879883,43.33979034423828,14.285715103149414,5.811680793762207,40.6817626953125,26.03877,0.08960165828466415,0.047049254179000854,42.26275634765625,39.28162384033203,21.201091766357422,11.977420806884766,21.549894332885742,17.780914306640625,1217.0,6635.0,commune,09.541.04.,,
09.541.04.53.,Talgjount,Taroudannt,Talgjount,95410453.0,Commune de Talgjount,Taroudannt Talgjount,0.532,direct,38.39,27.0,5.52,36.2,0.186,55.881317138671875,24.09435272216797,43.11701202392578,19.89339828491211,8.146110534667969,40.948814392089844,36.72627,0.11021320521831512,0.07219887524843216,42.28232192993164,40.24375915527344,26.066024780273438,17.94038963317871,24.810867309570312,25.563621520996094,995.0,5816.0,commune,09.541.04.,,
09.541.04.59.,Tigouga,Taroudannt,Tigouga,95410459.0,Commune de Tigouga,Taroudannt Tigouga,0.441,direct,34.22,27.95,4.44,34.23,0.071,74.29290008544922,33.18783950805664,44.6716194152832,58.75495147705078,26.539817810058594,45.17034912109375,64.14435,0.31255805492401123,0.17933093011379242,47.11170196533203,40.989925384521484,66.34403991699219,43.75,19.159700393676758,19.346473693847656,756.0,4553.0,commune,09.541.04.,,
09.541.04.61.,Tinzart,Taroudannt,Tinzart,95410461.0,Commune de Tinzart,Taroudannt Tinzart,0.526,direct,25.11,26.78,3.17,35.43,0.197,32.752044677734375,14.139671325683594,43.171875,10.098271369934082,3.89792537689209,38.59992599487305,15.06269,0.053607065230607986,0.029649008065462112,40.150875091552734,38.58156204223633,13.35140609741211,7.684761047363281,18.688579559326172,16.088947296142578,1105.0,5902.0,commune,09.541.04.,,
09.541.04.67.,Tizi N'Test,Taroudannt,Tizi N'Test,95410467.0,Commune de Tizi N'test,Taroudannt Tizi N'Test,0.417,direct,36.9,27.29,5.02,35.31,0.112,60.007415771484375,25.318946838378906,42.19302749633789,33.674259185791016,14.21373176574707,42.20948791503906,51.524499999999996,0.200448140501976,0.08673975616693497,45.02480697631836,41.22148895263672,44.51948928833008,21.0423641204834,25.897336959838867,26.449275970458984,945.0,5182.0,commune,09.541.04.,,
09.541.04.69.,Toughmart,Taroudannt,Toughmart,95410469.0,Commune de Toughmart,Taroudannt Toughmart,0.492,direct,43.94,25.2,6.59,38.58,0.154,66.8670425415039,30.239274978637695,45.22298812866211,42.61784744262695,18.32855796813965,43.00676727294922,50.68186,0.22727049887180328,0.11987201869487762,44.75092697143555,39.89131546020508,50.78565216064453,30.049652099609375,23.035873413085938,24.985103607177734,1526.0,6746.0,commune,09.541.04.,,
09.541.05.01.,Ahl Ramel,Taroudannt,Ahl Ramel,95410501.0,Commune d'Ahl Ramel,Taroudannt Ahl Ramel,0.588,direct,5.69,10.13,0.53,39.25,0.751,15.875317573547363,6.162995338439941,38.82123947143555,4.346210956573486,1.6475428342819214,37.90756607055664,8.952452999999998,0.03748417645692825,0.02167370915412903,38.416526794433594,37.95431137084961,9.757305145263672,5.710473537445068,15.39128303527832,11.38092041015625,1615.0,8132.0,commune,09.541.05.,,
09.541.05.03.,Argana,Taroudannt,Argana,95411103.0,Commune d'Argana,Taroudannt Argana,0.523,direct,32.76,25.75,4.46,39.75,0.223,51.101905822753906,22.89299201965332,44.7987060546875,29.5748233795166,12.71015739440918,42.97627639770508,39.47476,0.18208976089954376,0.04280129447579384,46.03091049194336,37.89639663696289,39.55814743041992,11.294291496276855,15.506461143493652,23.572834014892578,978.0,4804.0,commune,09.541.05.,,
09.541.05.05.,Assads,Taroudannt,Assads,95410505.0,Commune d'Assads,Taroudannt Assads,0.505,direct,39.98,26.66,5.87,35.71,0.295,56.0776481628418,26.158079147338867,46.64617919921875,30.1290340423584,12.434886932373047,41.27210998535156,38.50635,0.15868578851222992,0.09171076118946075,42.505123138427734,39.583335876464844,37.33333206176758,23.16903305053711,31.655914306640625,19.60456657409668,968.0,4650.0,commune,09.541.05.,,
09.541.05.07.,Bigoudine,Taroudannt,Bigoudine,95411107.0,Commune de Bigoudine,Taroudannt Bigoudine,0.473,direct,39.29,25.75,5.83,38.06,0.324,50.68832015991211,23.322162628173828,46.010921478271484,26.174236297607422,11.78024673461914,45.00703430175781,43.091,0.1720479130744934,0.08602923899888992,45.363712310791016,41.74418640136719,37.92633056640625,20.608675003051758,25.589553833007812,27.845674514770508,1021.0,5131.0,commune,09.541.05.,,
09.541.05.09.,Eddir,Taroudannt,Eddir,95411109.0,Commune d'Eddir,Taroudannt Eddir,0.503,direct,30.97,27.46,3.95,34.88,0.25,48.90835189819336,21.816940307617188,44.6077995300293,16.542949676513672,6.812625408172607,41.18144989013672,26.15325,0.09739159792661667,0.05182608589529991,41.984127044677734,40.793331146240234,23.197242736816406,12.704548835754395,18.199893951416016,17.227161407470703,1347.0,7565.0,commune,09.541.05.,,
09.541.05.11.,El Koudia El Beida,Taroudannt,El Koudia El Beida,95410511.0,Commune d'El Koudia El Beida,Taroudannt El Koudia El Beida,0.632,direct,8.33,13.76,0.84,38.15,0.867,15.313096046447754,6.075987815856934,39.678375244140625,4.796217918395996,1.7629480361938477,36.75704574584961,9.186395000000001,0.030072620138525963,0.022843237966299057,37.65645217895508,37.158451080322266,7.986047267913818,6.147521495819092,11.240132331848145,10.727473258972168,4132.0,21875.0,commune,09.541.05.,,
09.541.05.13.,Imilmaiss,Taroudannt,Imilmaiss,95411113.0,Commune d'Imilmaiss,Taroudannt Imilmaiss,0.362,direct,44.24,26.47,6.45,35.52,0.178,78.6158447265625,35.94740295410156,45.72539520263672,49.42284393310547,21.51596450805664,43.534454345703125,55.057669999999995,0.24637168645858765,0.06943885236978531,44.846866607666016,39.230186462402344,54.93621063232422,17.700363159179688,27.825031280517578,26.741844177246094,1195.0,6584.0,commune,09.541.05.,,
09.541.05.15.,Issen,Taroudannt,Issen,95411115.0,Commune d'Issen,Taroudannt Issen,0.551,direct,20.89,25.08,2.5,35.66,0.579,21.781055450439453,8.899497985839844,40.85889434814453,5.677867889404297,2.171733856201172,38.24911117553711,16.786734,0.04631775990128517,0.011093740351498127,38.30329513549805,36.355613708496094,12.092369079589844,3.0514519214630123,14.641615867614746,10.794177055358887,2448.0,12119.0,commune,09.541.05.,,
09.541.05.17.,Lagfifat,Taroudannt,Lagfifat,95410517.0,Commune de Lagfifat,Taroudannt Lagfifat,0.559,direct,16.03,21.81,1.83,37.32,0.83,15.700093269348145,6.028894901275635,38.40037536621094,5.91961669921875,2.2195606231689453,37.4950065612793,12.06971,0.04215538129210472,0.02453630417585373,38.38530731201172,40.82062911987305,10.982166290283203,6.01076078414917,15.592227935791016,13.583946228027344,3554.0,18811.0,commune,09.541.05.,,
09.541.05.19.,Lakhnafif,Taroudannt,Lakhnafif,95410519.0,Commune de Lakhnafif,Taroudannt Lakhnafif,0.61,direct,15.99,21.15,1.84,38.17,0.91,12.059453010559082,4.637240409851074,38.45315933227539,4.015700340270996,1.4246734380722046,35.47758483886719,8.807248000000001,0.02682724967598915,0.011302073486149311,36.1186408996582,36.011905670166016,7.4275360107421875,3.1384270191192627,8.393719673156738,5.05324125289917,1986.0,9936.0,commune,09.541.05.,,
09.541.05.21.,Lamhadi,Taroudannt,Lamhadi,95410521.0,Commune de Lamhadi,Taroudannt Lamhadi,0.603,direct,14.79,20.5,1.7,36.17,0.804,17.238140106201172,6.788790225982666,39.382381439208984,4.173037052154541,1.6318414211273193,39.104408264160156,9.398324,0.029908765107393265,0.018526049330830574,38.84994888305664,35.26309585571289,7.69853401184082,5.253664970397949,14.50670051574707,6.526133060455322,2250.0,11135.0,commune,09.541.05.,,
09.541.05.23.,Machraa El Ain,Taroudannt,Machraa El Ain,95410523.0,Commune de Machraa El Ain,Taroudannt Machraa El Ain,0.605,direct,10.68,16.35,1.15,39.38,0.938,10.040775299072266,3.9404234886169434,39.24422073364258,3.7174065113067627,1.3521846532821655,36.37440872192383,7.663848,0.024312898516654968,0.017489032819867134,36.65338897705078,36.229488372802734,6.633192539215088,4.827292442321777,7.311487197875977,4.688202381134033,2391.0,11378.0,commune,09.541.05.,,
09.541.05.25.,Sidi Ahmed Ou Amar,Taroudannt,Sidi Ahmed Ou Amar,95410525.0,Commune de Sidi Ahmed Ou Amar,Taroudannt Sidi Ahmed Ou Amar,0.604,direct,13.28,19.27,1.47,37.74,0.781,14.266996383666992,5.573753356933594,39.06746292114258,3.05841064453125,1.1145232915878296,36.44125747680664,8.874401,0.029449041932821274,0.02114775963127613,36.94095230102539,37.48236083984375,7.971922874450684,5.642056465148926,8.241414070129395,6.897016525268555,3103.0,15982.0,commune,09.541.05.,,
09.541.05.27.,Sidi Boumoussa,Taroudannt,Sidi Boumoussa,95410527.0,Commune de Sidi Boumoussa,Taroudannt Sidi Boumoussa,0.623,direct,16.93,20.5,2.01,39.75,0.804,15.959772109985352,6.479862213134766,40.601219177246094,3.9220333099365234,1.4350508451461792,36.58946228027344,9.084443,0.02915193885564804,0.01645514741539955,36.747989654541016,36.20194625854492,7.932934284210205,4.545376300811768,9.366668701171875,4.278785705566406,3557.0,16894.0,commune,09.541.05.,,
09.541.05.29.,Sidi Moussa Lhamri,Taroudannt,Sidi Moussa Lhamri,95411129.0,Commune de Sidi Moussa Lhamri,Taroudannt Sidi Moussa Lhamri,0.516,direct,20.71,24.73,2.42,36.29,0.654,27.81182861328125,11.382585525512695,40.92713928222656,7.86134147644043,3.039748430252075,38.66704559326172,18.26213,0.05136996507644653,0.02776101417839527,39.18039321899414,40.22385025024414,13.111141204833984,6.901630401611328,18.881912231445312,12.747004508972168,2631.0,14976.0,commune,09.541.05.,,
09.541.05.31.,Talmakante,Taroudannt,Talmakante,95411133.0,Commune de Talmakante,Taroudannt Talmakante,0.437,direct,39.08,26.1,5.59,37.4,0.185,74.93705749511719,34.826175689697266,46.47390365600586,37.30894470214844,15.774381637573242,42.280426025390625,43.84868,0.18660041689872742,0.08361645042896271,43.7043571472168,41.82075881958008,42.696067810058594,19.99400520324707,30.192934036254883,32.49400329589844,771.0,4004.0,commune,09.541.05.,,
09.541.05.33.,Tidsi Nissendalene,Taroudannt,Tidsi-Nissendalene,95410533.0,Commune de Tidsi-Nissendalene,Taroudannt Tidsi Nissendalene,0.483,direct,22.45,25.05,2.66,36.7,0.249,58.59666442871094,26.58582305908203,45.37088394165039,19.227914810180664,7.928112030029297,41.23230743408203,29.826789999999995,0.10814154893159866,0.08597583323717117,43.0012321472168,42.35177230834961,25.14847755432129,20.3004093170166,32.07126998901367,26.96859359741211,1142.0,5424.0,commune,09.541.05.,,
09.541.07.01.,Agadir Melloul,Taroudannt,Agadir Melloul,95410701.0,Commune d'Agadir Melloul,Taroudannt Agadir Melloul,0.463,direct,34.59,26.21,4.65,38.75,0.398,59.11375427246094,27.197858810424805,46.009361267089844,20.87015724182129,8.649948120117188,41.446495056152344,39.94558,0.12927713990211487,0.08658432215452194,42.196746826171875,39.10629653930664,30.636754989624023,22.140762329101562,24.937685012817383,21.687549591064453,1550.0,8848.0,commune,09.541.07.,,
09.541.07.03.,Ahl Tifnoute,Taroudannt,Ahl Tifnoute,95410703.0,Commune d'Ahl Tifnoute,Taroudannt Ahl Tifnoute,0.413,direct,21.45,24.27,2.56,36.78,0.24,64.04547882080078,27.709352493286133,43.26512145996094,41.133670806884766,17.766498565673828,43.19210433959961,43.4591,0.2181331217288971,0.10664186626672745,45.959598541259766,41.788169860839844,47.46192932128906,25.519630432128906,24.179357528686523,27.44418716430664,1044.0,5910.0,commune,09.541.07.,,
09.541.07.05.,Askaouen,Taroudannt,Askaouen,95410705.0,Commune d'Askaouen,Taroudannt Askaouen,0.468,direct,20.01,23.49,2.34,37.98,0.329,53.83476638793945,23.648487091064453,43.92790985107422,28.4190616607666,11.563385963439941,40.68883514404297,33.17971,0.16240644454956055,0.03588438406586647,44.03164291381836,39.04863357543945,36.884029388427734,9.189664840698242,28.540569305419922,17.248971939086914,1306.0,7458.0,commune,09.541.07.,,
09.541.07.07.,Assaisse,Taroudannt,Assaisse,95410707.0,Commune d'Assaisse,Taroudannt Assaisse,0.461,direct,22.58,24.55,2.72,37.41,0.507,49.58075714111328,20.480337142944336,41.30702590942383,18.00234031677246,6.931038856506348,38.50076675415039,22.87214,0.10985180735588074,0.08184473216533661,39.00138473510742,39.04072952270508,28.16613006591797,20.96393585205078,22.126352310180664,21.991910934448242,1355.0,6838.0,commune,09.541.07.,,
09.541.07.09.,Assaki,Taroudannt,Assaki,95410709.0,Commune d'Assaki,Taroudannt Assaki,0.541,direct,32.63,27.09,4.33,37.3,0.4,46.48845672607422,20.789119720458984,44.7188835144043,16.717735290527344,6.651823043823242,39.78902053833008,24.438989999999997,0.10434285551309586,0.04633314162492752,40.831336975097656,39.057769775390625,25.554601669311523,11.862720489501953,21.326143264770508,15.69261360168457,1616.0,8175.0,commune,09.541.07.,,
09.541.07.11.,Azrar,Taroudannt,Azrar,95410711.0,Commune d'Azrar,Taroudannt Azrar,0.386,direct,39.49,27.22,5.54,34.37,0.258,76.7803726196289,36.75444030761719,47.86957931518555,25.265480041503906,10.052539825439453,39.78764724731445,36.00476,0.15250785648822784,0.06535639613866806,41.322837829589844,39.757694244384766,36.90643310546875,16.438678741455078,23.402124404907227,23.514150619506836,930.0,5038.0,commune,09.541.07.,,
09.541.07.13.,Iguidi,Taroudannt,Iguidi,95410713.0,Commune d'Iguidi,Taroudannt Iguidi,0.527,direct,33.21,27.56,4.39,35.56,0.219,61.7878303527832,26.837793350219727,43.435401916503906,37.42857360839844,15.333944320678711,40.96855163574219,42.58242,0.1821245402097702,0.09094785153865814,41.830726623535156,41.263954162597656,43.53845977783203,22.040508270263672,23.098901748657227,29.060258865356445,1527.0,9100.0,commune,09.541.07.,,
09.541.07.15.,Sidi Hsaine,Taroudannt,Sidi Hsaine,95410715.0,Commune de Sidi Hsaine,Taroudannt Sidi Hsaine,0.499,direct,31.68,26.02,4.28,36.93,0.492,37.84903335571289,16.432125091552734,43.414913177490234,8.244357109069824,3.2534427642822266,39.46266174316406,11.306944,0.061577390879392624,0.03226100653409958,39.41272735595703,37.1611328125,15.623732566833496,8.681384086608887,17.556427001953125,9.979117393493652,1391.0,7418.0,commune,09.541.07.,,
09.541.07.17.,Taouyalte,Taroudannt,Taouyalte,95410717.0,Commune de Taouyalte,Taroudannt Taouyalte,0.482,direct,33.25,27.86,4.3,35.69,0.355,60.33771514892578,26.4522647857666,43.84034729003906,26.57870101928711,10.805170059204102,40.65349578857422,35.75278,0.16235807538032532,0.0700397714972496,42.176753997802734,39.896141052246094,38.49468231201172,17.555524826049805,31.18351936340332,24.24671173095703,1370.0,7465.0,commune,09.541.07.,,
09.541.07.19.,Tassousfi,Taroudannt,Tassousfi,95410719.0,Commune de Tassousfi,Taroudannt Tassousfi,0.532,direct,18.66,22.31,2.16,38.44,0.331,37.837467193603516,16.84406089782715,44.516883850097656,13.3402738571167,5.3762640953063965,40.301002502441406,18.67933,0.10367505997419357,0.03659464791417122,41.643436431884766,39.39848327636719,24.89589500427246,9.288339614868164,23.929208755493164,14.467089653015137,1390.0,6724.0,commune,09.541.07.,,
